,Title,Link,Location,Latitude,Longitude,NumReviews,PriceRange,Tags,Categories,Address
245,The Feather Blade,/the-feather-blade,Chinatown,1.2817713,103.8455601,24,~$25/pax,['Featured In 1 Guide'],"['Steak', ' Burgers', ' Western']",90 Club Street Singapore 069458
246,City Hot Pot Shabu Shabu (One Raffles Place),/city-hot-pot-at-one-raffles-place,Raffles Place,1.2838349,103.8511589,47,~$30/pax,"['BEYOND', 'Featured In 1 Guide']","['Rainy Day Comforts', ' Steamboat', ' Good For Groups', ' 1-for-1 Deals']",1 Raffles Place #04-28 One Raffles Place Singapore 048616
247,Pickleville,/pickleville,Tanjong Pagar,1.2783342,103.8482807,51,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Cafes & Coffee', ' Sandwiches', ' Breakfast & Brunch', ' 1-for-1 Deals']",140 Robinson Road #04-00 Singapore 068907
248,La Pizzeria at The Bridge & Beacon Bar,/la-pizzeria-at-the-bridge-beacon-bar,West Coast,1.2926833,103.7626794,31,~$30/pax,['BEYOND'],"['Italian', ' Pasta', ' Pizza', ' Dinner with Drinks', ' 1-for-1 Deals']",52 West Coast Ferry Road Level 2 RSYC Singapore 126887
249,Park Bench Deli,/park-bench-deli,Tanjong Pagar,1.279826,103.8473171,613,~$20/pax,"['Hot 100 2019', 'Featured In 4 Guides']","['Sandwiches', ' Craft Beer', ' Breakfast & Brunch']",179 Telok Ayer Street Singapore 068627
250,Mellower Coffee (MSpace at Maybank),/mellower-coffee-mspace-maybank,Orchard,1.3014691,103.8379038,13,~$5/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' Cafes & Coffee', ' 1-for-1 Deals']",321 Orchard Road #01-01/02 Orchard Shopping Centre MSpace at Maybank Singapore 238866
251,Starbucks (Liat Towers),/starbucks-143,Orchard,1.3051925,103.8305905,70,~$10/pax,[],['Cafes & Coffee'],541 Orchard Road #01-01A Liat Towers  Singapore 238881
252,Sun Ray Cafe,/sun-ray-cafe,Serangoon,1.3630099,103.8713168,155,~$20/pax,['Featured In 2 Guides'],"['Cafes & Coffee', ' Breakfast & Brunch', ' Western']",79 Brighton Crescent Singapore 559218
253,Cafe Salivation,/cafe-salivation,Little India,1.3109207,103.8528647,16,~$20/pax,"['BEYOND', 'Featured In 1 Guide']","['Pasta', ' Pizza', ' Vegetarian', ' Burgers', ' 1-for-1 Deals', ' Western', ' Healthy']",176 Race Course Road Singapore 218607
254,Honeymill,/honeymill,Orchard,1.3039054,103.8355763,8,~$5/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' 1-for-1 Deals', ' Burpple Beyond', ' Newly Opened']",290 Orchard Road #B1-32 Paragon Singapore 238859
255,Stirling Steaks (Opp I12 Katong),/stirling-steaks-2,Marine Parade,1.3057916,103.9045334,22,~$35/pax,"['BEYOND', 'Featured In 1 Guide']","['Steak', ' Good For Groups', ' 1-for-1 Deals', ' Western']",115 East Coast Road Singapore 428804
256,Kei Kaisendon (One Raffles Place),/kei-kaisendon-one-raffles-place,Raffles Place,1.284358,103.8510616,3,~$20/pax,['BEYOND'],"['Chirashi', ' Japanese', ' 1-for-1 Deals', ' Burpple Beyond']",1 Raffles Place #04-30 One Raffles Place Singapore 048616
257,Overrun,/overrun,Bugis,1.3010921,103.8597241,49,~$10/pax,['Featured In 3 Guides'],"['Ice Cream & Yoghurt', ' Desserts', ' Halal']",18 Baghdad Street Singapore 199657
258,Nanjya Monjya Waterfront,/nanjya-monjya-waterfront,Robertson Quay,1.2899705,103.8354534,26,~$45/pax,[],"['Teppanyaki', ' Japanese', ' Dinner with Drinks']",390A Havelock Road #01-03/04/05 Waterfront Plaza Singapore 169664
259,Violet Oon Singapore (Jewel Changi Airport),/violet-oon-singapore-at-jewel-changi-airport,Changi,1.3583195,103.9889131,35,~$35/pax,[],"['Peranakan', ' High Tea']",78 Airport Boulevard #01-205/206 Jewel Changi Airport Singapore 819666
260,Kipos Gourmet (Joo Chiat),/kipos-gourmet-joo-chiat,Joo Chiat,1.3070873,103.9043622,0,~$10/pax,['BEYOND'],"['Salads', ' 1-for-1 Deals', ' Healthy', ' Burpple Beyond']",441 Joo Chiat Road Level 1 Singapore 427654
261,Forlino,/forlino,Raffles Place,1.286057,103.854132,121,~$100/pax,['BEYOND'],"['Italian', ' Great View', ' Dinner with Drinks', ' Date Night', ' Fine Dining', ' 1-for-1 Deals']",1 Fullerton Road #02-06 One Fullerton Singapore 049213
262,Yumeya,/yumeya-japanese-restaurant,Robertson Quay,1.2923785,103.8408052,15,~$40/pax,"['BEYOND', 'Featured In 1 Guide']","['Sushi', ' Japanese', ' Dinner with Drinks', ' 1-for-1 Deals']",33 Mohamed Sultan Road #01-01 Singapore 238977
263,City Hot Pot Shabu Shabu (Guoco Tower),/city-hot-pot-shabu-shabu-tanjong-pagar,Tanjong Pagar,1.2770512,103.8455475,0,~$30/pax,['BEYOND'],"['Steamboat', ' Chinese', ' Good For Groups', ' 1-for-1 Deals', ' Burpple Beyond']",7 Wallich Street #B1-04/05 Guoco Tower	 Singapore 078884
264,The Good Boys,/thegoodboyscafe,Macpherson,1.3362355,103.8864034,29,~$10/pax,"['BEYOND', 'Featured In 2 Guides']","['Desserts', ' Cafes & Coffee', ' 1-for-1 Deals', ' Healthy']",1 Irving Place #01-26 The Commerze @ Irving Singapore 369546
265,Beach Road Scissors Cut Curry Rice (Jalan Besar),/beach-road-scissor-cut-curry-rice,Jalan Besar,1.3094675,103.8577891,210,~$5/pax,['Featured In 3 Guides'],"['Good For Groups', ' Supper', ' Cheap & Good', ' Hawker Food']",229 Jalan Besar Singapore 208905
266,aRoma (Arab Street),/aroma-1,Bugis,1.30065,103.8595349,58,~$5/pax,"['BEYOND', 'Featured In 2 Guides']","['Ice Cream & Yoghurt', ' Desserts', ' 1-for-1 Deals']",29 Arab Street Singapore 199728
267,Egg Stop (Paya Lebar Square),/egg-stop,Paya Lebar,1.3191685,103.8925591,49,~$10/pax,['BEYOND'],"['Sandwiches', ' Breakfast & Brunch', ' 1-for-1 Deals']",60 Paya Lebar Road #01-62 Paya Lebar Square Singapore 409051
268,MỘC Cottage,/moc-cottage,Tanjong Pagar,1.279733,103.843934,10,~$15/pax,['BEYOND'],"['Seafood', ' Vietnamese', ' 1-for-1 Deals', ' Burpple Beyond']",26 Tanjong Pagar Road Singapore 088449
269,The Coffee Bean & Tea Leaf (*SCAPE),/the-coffee-bean-tea-leaf-scape,Orchard,1.3010543,103.835846,28,~$15/pax,"['BEYOND', 'Featured In 2 Guides']","['Breakfast & Brunch', ' Cafes & Coffee', ' 1-for-1 Deals', ' Halal', ' Burpple Beyond']",2 Orchard Link #02-39 *SCAPE Singapore 237978
270,Sunday Folks,/sunday-folks,Holland,1.3116938,103.7968144,971,~$15/pax,"['Hot 100 2019', 'Featured In 5 Guides']","['Burpple Guides', ' Ice Cream & Yoghurt', ' Desserts', ' Cafes & Coffee', ' Waffles']",44 Jalan Merah Saga #01-52 Chip Bee Gardens Singapore 278116
271,Brawn & Brains Coffee (Guillemard),/brawns-brains-2,Geylang,1.3101449,103.8818613,629,~$20/pax,['Featured In 4 Guides'],"['Cafes & Coffee', ' Sandwiches', ' Breakfast & Brunch']",100 Guillemard Road #01-02 Singpore Badminton Hall Singapore 399718
272,Baristart Coffee,/baristart-coffee-sg,Tanjong Pagar,1.2777382,103.844417,191,~$15/pax,['Featured In 1 Guide'],"['Desserts', ' Japanese', ' Cafes & Coffee']",65 Tras Street Singapore 079004
273,Tea Pulse,/tea-pulse,Raffles Place,1.2845765,103.8500062,12,~$5/pax,['BEYOND'],"['Fruit Tea', ' 1-for-1 Deals', ' Healthy', ' Bubble Tea', ' Newly Opened']",3 Phillip Street #01-04 Royal Group Building Singapore 048693
274,Springleaf Prata Place (Jalan Tua Kong),/springleaf-prata-place-at-jalan-tua-kong,Bedok,1.316096,103.9255979,125,~$10/pax,['Featured In 3 Guides'],"['Indian', ' Supper', ' Hawker Food', ' Halal']",57B Jalan Tua Kong Singapore 457251
275,Courtyard Cafe & Lounge,/courtyard-cafe-1,Raffles Place,1.2890871,103.8508373,15,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Local Delights', ' Cafes & Coffee', ' 1-for-1 Deals', ' Burpple Beyond']",1 Parliament Place #01-K1/02A National Gallery Singapore Supreme Court Wing Singapore 178880
276,Founder Bak Kut Teh (Bugis),/founder-bak-kut-teh-north-bridge-road,Bugis,1.298958,103.8559329,45,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Rainy Day Comforts', ' Bak Kut Teh', ' Hawker Food', ' 1-for-1 Deals']",530 North Bridge Road #01-01 Singapore 188747
277,Paulaner Bräuhaus Singapore,/paulaner-bruhaus,Millenia Walk,1.2930856,103.8582883,131,~$40/pax,['BEYOND'],"['Late Night', ' Dinner with Drinks', ' 1-for-1 Deals', ' European', ' Burpple Beyond']",9 Raffles Boulevard #01-01 Millenia Walk Singapore 039596
278,Artichoke,/artichoke-caf-bar,Bras Basah,1.2996961,103.8520002,557,~$30/pax,"['Hot 100 2019', 'Featured In 7 Guides']","['Burpple Guides', ' Middle Eastern', ' Cafes & Coffee', ' Date Night', ' Breakfast & Brunch', ' Good For Groups']",161 Middle Road Singapore 188978
279,Hakata Ikkousha Ramen (CHIJMES),/hakata-ikkousha-ramen-at-chijmes,Bras Basah,1.2955022,103.8524968,90,~$15/pax,[],"['Ramen', ' Japanese']",30 Victoria Street #01-07 CHIJMES Singapore 187996
280,Cheng Mun Chee Kee Pig Organ Soup,/pig-organ-soup-jalan-besar,Jalan Besar,1.312257,103.86002,89,~$5/pax,[],"['Rainy Day Comforts', ' Supper', ' Cheap & Good', ' Hawker Food']",24 Foch Road Singapore 209263
281,Tiong Bahru Bakery (Raffles City),/tiong-bahru-bakery-by-gontran-cherrier-2,City Hall,1.2937417,103.8540228,634,~$20/pax,['Featured In 1 Guide'],"['Salads', ' Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Bread', ' Healthy']",252 North Bridge Road #B1-11 Raffles City Singapore 179103
282,IKURA Japanese (Fook Hai),/ikura-japanese,Chinatown,1.2848926,103.8464557,27,~$25/pax,['BEYOND'],"['Chirashi', ' Sushi', ' Japanese', ' Dinner with Drinks', ' 1-for-1 Deals']",150 South Bridge Road #01-14 Fook Hai Building Singapore 058727
283,Cafe de Paris,/cafedeparissg,Somerset,1.3010308,103.8382551,43,~$15/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' Cafes & Coffee', ' Korean Desserts', ' Cakes', ' 1-for-1 Deals']",313 Orchard Road #B1-37 [email protected] Singapore 238895
284,Madrinaa Italiano,/madrinaa-italiano,Holland,1.3113911,103.7965864,31,~$40/pax,"['BEYOND', 'Featured In 2 Guides']","['Italian', ' Pasta', ' Pizza', ' 1-for-1 Deals']",44 Jalan Merah Saga #01-60 Chip Bee Gardens Singapore 278116
285,Lalune Croissant,/lalune-croissant,Somerset,1.3010308,103.8382552,16,~$5/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' 1-for-1 Deals', ' Newly Opened']",313 Orchard Road #B3-48A [email protected] Singapore 238895
286,Trattoria Pizzeria Logic,/trattoria-pizzeria-logic-sg,Tanjong Pagar,1.2780894,103.8423217,12,~$30/pax,['Featured In 1 Guide'],"['Italian', ' Pasta', ' Pizza', ' Dinner with Drinks', ' Date Night', ' Newly Opened']",20 Craig Road #01-03 Craig Place Singapore 089692
287,Souperstar (Century Square),/souperstar-century-square,Tampines,1.3523888,103.9438567,32,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Soup', ' Local Delights', ' 1-for-1 Deals', ' Healthy']",2 Tampines Central 5 #01-34 Century Square Singapore 529509
288,Dosirak (Downtown Gallery),/dosirak,Tanjong Pagar,1.2780442,103.8492862,62,~$15/pax,"['BEYOND', 'Featured In 2 Guides']","['Korean', ' 1-for-1 Deals', ' Healthy', ' Halal']",6A Shenton Way #01-44 Downtown Gallery Singapore 068815
289,Koh Grill & Sushi Bar,/koh-grill-sushi-bar,Orchard,1.303773,103.8330022,782,~$30/pax,['Featured In 1 Guide'],"['Burpple Guides', ' Sushi', ' Japanese']",435 Orchard Road #04-21 Wisma Atria Singapore 238877
290,Omakase Burger (Picnic Food Park),/omakase-burger-wisma-atria-orchard,Orchard,1.303961,103.8327373,154,~$20/pax,['Featured In 1 Guide'],"['Burgers', ' Good For Groups', ' Western']",435 Orchard Road #03-15 Wisma Atria Picnic Food Park Singapore 238877
291,Winestone,/winestone,Newton,1.3138232,103.8287811,34,~$40/pax,"['BEYOND', 'Featured In 1 Guide']","['Mediterranean', ' Date Night', ' Dinner with Drinks', ' 1-for-1 Deals']",30 Stevens Road #01-09 Singapore 257840
292,Bei-Ing Wanton Noodles,/beiing-yun-tuen-noodle,Marine Parade,1.3043651,103.9040224,42,~$5/pax,[],['Hawker Food'],50 East Coast Road #01-64 Roxy Square 1 Singapore 428769
293,Watanabe Coffee (Isetan Scotts),/watanabe-coffee-at-isetan-scotts,Orchard,1.3056226,103.8317577,101,~$25/pax,[],"['Desserts', ' Japanese', ' Cafes & Coffee', ' Breakfast & Brunch', ' Cakes']",350 Orchard Road #01-01 Isetan Scotts Shaw House Singapore 238868
294,Ang Moh Dumplings by The Caffeine Experience,/the-caffeine-experience,Tanjong Pagar,1.2767709,103.8451658,4,~$15/pax,"['BEYOND', 'Featured In 1 Guide']","['Russian', ' Hidden Gem', ' Cafes & Coffee', ' Cheap & Good', ' Western', ' 1-for-1 Deals', ' Burpple Beyond']",120 Maxwell Road #B1-39 Tanjong Pagar Exchange Singapore 069119
295,SU Korean,/su-korean-cuisine,Dhoby Ghaut,1.3012709,103.8494332,43,~$20/pax,"['BEYOND', 'Featured In 1 Guide']","['Korean BBQ', ' Korean', ' 1-for-1 Deals', ' Burpple Beyond']",1 Sophia Road #02-01 Peace Centre Singapore 228149
296,Shukuu Izakaya & Sake Bar,/shukuu-izakaya,Tanjong Pagar,1.2801227,103.8477549,240,~$30/pax,"['Hot 100 2019', 'Featured In 3 Guides', 'Inside Scoop']","['Burpple Guides', ' Bars', ' Japanese', ' Dinner with Drinks', ' Date Night', ' Good For Groups']",8 Stanley Street Singapore 068727
297,Mimi,/mimirestaurantsg,Clarke Quay,1.2903741,103.8448958,13,~$30/pax,[],"['Chinese', ' Newly Opened']",3A River Valley Road #01-02 Singapore 179020
298,Casa Roma,/casa-roma,Bukit Timah,1.3379833,103.7931053,31,~$25/pax,['BEYOND'],"['Italian', ' Pasta', ' Pizza', ' Date Night', ' Dinner with Drinks', ' 1-for-1 Deals']",200 Turf Club Road #01-08 Grandstand Singapore 287994
299,KARA Cafe & Dessert Bar,/kara-cafe-dessert-bar,Bukit Timah,1.3244216,103.8092971,165,~$20/pax,"['BEYOND', 'Featured In 2 Guides']","['Ice Cream & Yoghurt', ' Salads', ' Desserts', ' Cafes & Coffee', ' Sandwiches', ' 1-for-1 Deals']",617 Bukit Timah Road Singapore 269718
300,Redhill Lane Block 85 Food Centre,/redhill-market-food-centre,Bukit Merah,1.287294,103.8181829,269,~$5/pax,[],"['Cheap & Good', ' Hawker Food']",85 Redhill Lane Redhill Lane Block 85 Food Centre Singapore 150085
301,Sideways,/sideways,Little India,1.3078995,103.8562065,114,~$25/pax,"['BEYOND', 'Hot 100 2019']","['Bars', ' Mediterranean', ' Cafes & Coffee', ' Dinner with Drinks', ' Craft Beer', ' Date Night', ' Bread', ' 1-for-1 Deals']",109 Rowell Road #01-01 Singapore 208033
302,Acai Beach Club,/acai-beach-club,Dhoby Ghaut,1.3007111,103.844904,55,~$10/pax,['BEYOND'],"['Desserts', ' 1-for-1 Deals', ' Healthy']",68 Orchard Road #03-21A Plaza Singapura Singapore 238839
303,Da Luca Italian Restaurant,/da-luca-italian-restaurant,Novena,1.3181873,103.8428756,86,~$70/pax,[],"['Italian', ' Pasta', ' Date Night']",1 Goldhill Plaza #01-19/21 Singapore 308899
304,Ha-Oh Hototogisu (Paragon),/ha-oh-hototogisu,Orchard,1.3039054,103.8355763,23,~$20/pax,['Featured In 1 Guide'],"['Ramen', ' Japanese']",290 Orchard Road #B1-47 Paragon Singapore 238859
305,Creamier (Toa Payoh),/creamier-ice-cream-and-coffee,Toa Payoh,1.338039,103.8432735,694,~$5/pax,['Featured In 3 Guides'],"['Burpple Guides', ' Ice Cream & Yoghurt', ' Desserts', ' Cafes & Coffee', ' Waffles']",131 Lorong 1 Toa Payoh #01-02 Singapore 310131
306,Jubilicious,/jubilicious,Lavender,1.3056188,103.8603467,7,~$20/pax,[],"['Western', ' Halal']",500 Jalan Sultan #04-01 Hotel Boss Singapore 199020
307,OTTO Ristorante,/otto-ristorante-italiano,Tanjong Pagar,1.277233,103.846397,117,~$100/pax,['Featured In 2 Guides'],"['Italian', ' Pasta', ' Burpple Guides', ' Hidden Gem', ' Dinner with Drinks', ' Date Night']",32 Maxwell Road #01-02/03 Maxwell Chambers Singapore 069115
308,Amazing Hokkaido,/amazing-hokkaido,Robertson Quay,1.291333,103.8414166,9,~$25/pax,[],"['Seafood', ' Japanese']",30 Robertson Quay #01-16 Riverside View Singapore 238251
309,Unagiya Ichinoji (Suntec City),/unagiya-ichinoji-dining,Promenade,1.2957055,103.8597298,68,~$35/pax,[],"['Chirashi', ' Japanese']",3 Temasek Boulevard #03-307 Suntec City Eat At Seven Singapore 038983
310,Two Men Bagel House (Icon Village),/two-men-bagel-house,Tanjong Pagar,1.2745926,103.8443212,239,~$15/pax,['Featured In 2 Guides'],"['Breakfast & Brunch', ' Sandwiches', ' Cheap & Good']",16 Enggor Street #01-12 Icon Village Altez Singapore 079717
311,British Hainan (Kallang),/british-hainan,Kallang,1.3232065,103.8766147,6,~$20/pax,[],['Western'],158 Kallang Way Singapore 349245
312,Chix Hot Chick'n,/chix-hot-chicken,Bugis,1.3028548,103.8588206,38,~$20/pax,"['BEYOND', 'Featured In 1 Guide']","['Burgers', ' 1-for-1 Deals', ' Western', ' Halal']",1 Jalan Pisang #01-01 Singapore 199069
313,Kanshoku Ramen Bar (orchardgateway),/kanshoku-ramen-bar,Somerset,1.3010174,103.8383498,185,~$20/pax,['Featured In 1 Guide'],"['Ramen', ' Japanese']",277 Orchard Road #01-06 orchardgateway Singapore 238858
314,Good Food Coffee & Bakery,/good-food-coffee-bakery,Harbourfront,1.2640606,103.8223506,33,~$10/pax,[],"['Ice Cream & Yoghurt', ' Desserts']",1 Harbourfront Walk  #02-135/136 VivoCity Singapore 098585
315,Hock Hai (Hong Lim) Curry Chicken Noodle (Bedok Interchange Hawker Centre),/hock-hai-curry-chicken-noodle,Bedok,1.3254795,103.9312487,20,~$5/pax,[],['Hawker Food'],208B New Upper Changi Road #01-58 Bedok Interchange Hawker Centre Singapore 462208
316,Casa Verde | Peperoni in Botanic Gardens,/casa-verde-3,Botanic Gardens,1.3152057,103.8162553,70,~$25/pax,['Featured In 2 Guides'],"['Italian', ' Pizza', ' Outdoor Dining', ' Breakfast & Brunch', ' Good For Groups']",1 Cluny Road Singapore Botanic Gardens Visitor Centre Singapore 259569
317,Safari Cafe,/safari-cafe,Bugis,1.301269,103.858578,6,~$25/pax,['BEYOND'],"['Burgers', ' 1-for-1 Deals', ' Western', ' Halal']",57 Haji Lane Singapore 189250
318,Tanuki Raw (Orchard Central),/tanuki-raw,Somerset,1.3010121,103.8392074,778,~$25/pax,"['Hot 100 2019', 'Featured In 1 Guide']","['Chirashi', ' Japanese', ' Dinner with Drinks', ' Good For Groups']",181 Orchard Road #04-01 Orchard Central Singapore 238896
319,Eat 3 Bowls,/eat-3-bowls,Lavender,1.3045335,103.8610741,138,~$10/pax,"['Hot 100 2019', 'Featured In 2 Guides']","['Taiwanese', ' Cheap & Good', ' Bubble Tea']",462 Crawford Lane #01-61 Singapore 190462
320,Canton Paradise (Junction 8),/canton-paradise-bishan-junction-8,Bishan,1.3505255,103.8485901,9,~$25/pax,[],"['Dim Sum', ' Chinese']",9 Bishan Place #01-51 Junction 8 Singapore 579837
321,Café de Nicole's Flower,/nicoles-flower,Kembangan,1.31143,103.91078,36,~$20/pax,['Featured In 2 Guides'],"['Desserts', ' Cafes & Coffee', ' Breakfast & Brunch']",224 Telok Kurau Road #01-01 UNI Building Singapore 423836
322,Mouth Restaurant (Maxwell),/mouth-restaurant-maxwell,Tanjong Pagar,1.2788889,103.8450403,190,~$30/pax,"['BEYOND', 'Featured In 1 Guide']","['Dim Sum', ' Chinese', ' 1-for-1 Deals', ' Burpple Beyond']",38 Maxwell Road #01-01/02 Airview Building Singapore 069116
323,Power Coffeehouse,/power-coffeehouse,Bedok,1.3318119,103.9396416,6,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Local Delights', ' Cafes & Coffee', ' 1-for-1 Deals', ' Burpple Beyond']",84 Bedok North Street 4 #01-27 Singapore 460084
324,Chef Chik (Haig Road Market & Food Centre),/chef-chik,Paya Lebar,1.3151463,103.8954366,1,~$10/pax,[],"['Seafood', ' Zi Char', ' Cheap & Good', ' Hawker Food']",14 Haig Road #01-36 Haig Road Market & Food Centre Singapore 430014
325,Shake Shack (Jewel Changi Airport),/shake-shack-singapore,Changi,1.3583193,103.9889212,182,~$15/pax,[],"['Burgers', ' Western']",78 Airport Boulevard #02-256 Jewel Changi Airport Singapore 819666
326,Kopitiam (Changi Airport Terminal 3),/kopitiam-12,Changi,1.3565939,103.9866647,59,~$5/pax,[],"['Kopitiam', ' Hawker Food']",65 Airport Boulevard Basement 2 Public Area Singapore 819663
327,Pepper Bowl (Amoy Street Food Centre),/pepper-bowl,Tanjong Pagar,1.2794012,103.8467008,27,~$5/pax,[],"['Japanese', ' Cheap & Good', ' Hawker Food']",7 Maxwell Road #02-102 Amoy Street Food Centre Singapore 069111
328,Pho 99 Vietnamese Delight,/pho-99-vietnamese-delight-telok-ayer-street,Tanjong Pagar,1.279952,103.8468742,38,~$15/pax,[],"['Rainy Day Comforts', ' Vietnamese']",57/58 Amoy Street Singapore 069883
329,Jin Piao Coffeeshop,/blk-123-bedok-north-st-2-jin-piao,Bedok,1.3292647,103.9372849,2,~$5/pax,[],['Hawker Food'],123 Bedok North Street 2 Singapore 460123
330,En Sushi,/en-sushi,Bugis,1.2990794,103.8537523,142,~$20/pax,['Hot 100 2019'],"['Chirashi', ' Sushi', ' Japanese']",112 Middle Road #01-00B Midland House  Singapore 188970
331,Tenkaichi Japanese BBQ Restaurant (Cineleisure),/tenkaichi-yakiniku-restaurant-cineleisure,Orchard,1.301527,103.8363441,11,~$70/pax,['BEYOND'],"['Buffets', ' BBQ', ' Japanese', ' Good For Groups', ' 1-for-1 Deals']",8 Grange Road #02-11 Cineleisure Singapore 239695
332,Plain Vanilla Bakery (Telok Ayer),/plain-vanilla-telok-ayer,Telok Ayer,1.2816234,103.8481276,20,~$10/pax,[],"['Desserts', ' Breakfast & Brunch', ' Cakes']",134 Telok Ayer Street Singapore 068600
333,Antea Social,/antea-social,Jalan Besar,1.3091802,103.8583748,11,~$10/pax,['Featured In 1 Guide'],"['Desserts', ' Cafes & Coffee', ' Cakes']",9 Tyrwhitt Road Singapore 207528
334,AquaMarine (Marina Mandarin),/aquamarine,Esplanade,1.2917189,103.8569758,131,~$80/pax,[],"['Buffets', ' Good For Groups', ' Halal']","6 Raffles Boulevard #01-01/02/03 Marina Square, Marina Mandarin Singapore Singapore 039594"
335,Micro Bakery & Kitchen,/micro-bakery-and-kitchen,Bukit Timah,1.3225807,103.8136111,47,~$10/pax,['Featured In 2 Guides'],"['Sandwiches', ' Breakfast & Brunch', ' Bread']",10 Jalan Serene #01-05 Serene Centre Singapore 258748
336,House of Happiness,/house-of-happiness,Tanah Merah,1.331614,103.9487147,58,~$10/pax,[],"['Chinese', ' Hawker Food']",294 Bedok Road Singapore 469450
337,Deutschlander,/deutschlander,Clarke Quay,1.2909095,103.8452663,2,~$25/pax,['BEYOND'],"['Bars', ' Dinner with Drinks', ' Craft Beer', ' European', ' Western', ' Good For Groups', ' 1-for-1 Deals']",3B River Valley Road #01-12 Clarke Quay Singapore 179021
338,Haakon Superfoods & Juice ([email protected]),/haakon-superfoods-juice,Somerset,1.300953,103.8382979,125,~$15/pax,[],"['Salads', ' Desserts', ' Cafes & Coffee', ' Breakfast & Brunch', ' Healthy']",313 Orchard Road #B2-14 [email protected] Singapore 238895
339,Korean Fusion BBQ,/korean-fusion-bbq-buffet,Little India,1.304327,103.854183,22,~$25/pax,"['BEYOND', 'Featured In 2 Guides']","['Buffets', ' Good For Groups', ' Korean', ' Supper', ' Late Night', ' Korean BBQ', ' BBQ', ' 1-for-1 Deals']",5 Dunlop Street #02-00 Singapore 209335
340,Victor's Kitchen (Sunshine Plaza),/victors-kitchen-sunshine-plaza,Bras Basah,1.3003896,103.8509317,321,~$15/pax,['Featured In 1 Guide'],"['Burpple Guides', ' Dim Sum', ' Chinese']",91 Bencoolen Street #01-49 Sunshine Plaza Singapore 189652
341,Yin Ji 银记肠粉店,/yinji-singapore,Raffles Place,1.283086,103.848326,44,~$10/pax,['Hot 100 2019'],['Chinese'],133 Amoy Street #01-01 Far East Square Singapore 049962
342,Grapevine Cafe Bar & Restaurant,/grapevine-caf-bar-restaurant,Kovan,1.355462,103.8793532,3,~$25/pax,[],"['Pasta', ' Bars', ' Late Night', ' Cafes & Coffee']",787 Upper Serangoon Road Singapore 534654
343,Meet 4 Meat,/m4meast,Marine Parade,1.307527,103.907498,16,~$10/pax,[],"['Pasta', ' Hawker Food', ' Western']",228 East Coast Road Brunners Coffeeshop Singapore 428925
344,Randy Indulgence,/randy-indulgence,Tanjong Pagar,1.277095,103.845998,48,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Ice Cream & Yoghurt', ' Desserts', ' 1-for-1 Deals']",7 Wallich Street #B1-10 Guoco Tower Singapore 078884
345,Lokkee,/lokkee,Dhoby Ghaut,1.3007914,103.8449976,141,~$35/pax,[],['Chinese'],68 Orchard Road #03-02 Plaza Singapura Singapore 238839
346,McDonald's (Hougang 1),/mcdonalds-459,Hougang,1.3753133,103.8797766,17,~$10/pax,[],"['Fast Food', ' Supper']",1 Hougang Street 91 #01-26/39 Hougang 1 Singapore 538692
347,Waterbath Chef,/waterbath-chef,West Coast,1.3037119,103.766029,35,~$15/pax,"['BEYOND', 'Featured In 2 Guides']","['Vegetarian', ' Salads', ' Sandwiches', ' 1-for-1 Deals', ' Healthy', ' Halal']",154 West Coast Road #B1-57 West Coast Plaza Singapore 127371
348,Food Republic (Wisma Atria),/food-republic-19,Orchard,1.3039732,103.8331032,189,~$10/pax,[],"['Kopitiam', ' Hawker Food']",435 Orchard Road Level 4 Wisma Atria Singapore 238877
349,Shu Yan Sichuan Cuisine,/shu-yan-sichuan-restaurant,Robertson Quay,1.2928434,103.8419958,5,~$30/pax,"['BEYOND', 'Featured In 1 Guide']","['Dinner with Drinks', ' Chinese', ' Good For Groups', ' 1-for-1 Deals']",207 River Valley Road #01-51/54 UE Square Singapore 238275
350,Mother Dough Bakery,/mother-dough-bakery,Bugis,1.3033282,103.8591829,53,~$5/pax,['Featured In 1 Guide'],"['Desserts', ' Cafes & Coffee', ' Bread']",749 North Bridge Road #01-01 Singapore 198717
351,Wok In Burger (JCube),/wok-in-burger-jcube,Jurong East,1.3334283,103.7403199,9,~$15/pax,[],"['Zi Char', ' Local Delights', ' Burgers', ' Newly Opened']",2 Jurong East Central 1 #02-08 JCube Singapore 609731
352,The M Plot,/the-m-plot,Bukit Timah,1.3370239,103.7794324,18,~$10/pax,"['BEYOND', 'Featured In 1 Guide']","['Desserts', ' 1-for-1 Deals']",9 King Albert Park #01-05 KAP Singapore 598332
